date,elec_pro,elec,operating reserve,rate,industry,people,核一#1(萬瓩),核一#2(萬瓩),核二#1(萬瓩),核二#2(萬瓩),核三#1,核三#2,林口#1,林口#2,林口#3,台中#1,TC#2,台中#3,台中#4,台中#5,台中#6,台中#7,台中#8,台中#9,台中#10,興達#1,XD#2,興達#3,興達#4,大林#1,大林#2,和平#1,HP#2,麥寮#1,ML#2,麥寮#3,汽電共生,大潭 (#1-#6),通霄 (#1-#6),興達 (#1-#5),南部 (#1-#4),大林(#5-#6),海湖 (#1-#2),國光 #1,新桃#1,星彰#1,星元#1,嘉惠#1,豐德(#1-#2),協和 (#1-#4),氣渦輪,離島,德基,青山,谷關,天輪,馬鞍,萬大,大觀,鉅工,大觀二,明潭,碧海,立霧,龍澗,卓蘭,xl,其他小水力,風力發電,sun,holiday
20220114,32524,29843,2681,8.98,384.588,248.418,0,0,-0.1,98.3,94.9,94.5,76,76.2,76.1,0,0,51.7,0,53.2,52.6,52.5,53.2,47.2,52.1,42.9,0,0,52.1,0,76.1,60.2,0,0,0,57.3,102.6,245.5,372,192.3,71.3,89.2,92,49,0,53.1,27.5,119.1,106.1,68.5,0,11,3.1,1.9,4.8,4.1,3,3.5,3.1,1.4,23.8,65.5,0,1.6,4,4,0,19.9,38.4,0,0
20220115,30085,27792,2293,8.25,362.819,234.357,0,0,-0.1,98.5,94.8,94.4,76,76.1,76,0,0,51.5,0,53.3,53.1,52,53.2,49.2,52.7,47.2,0,0,51.4,0,76.2,60.2,0,0,0,57.2,35.5,242.2,369.1,185.4,69.4,96.3,45.9,49,0,52.9,0,68.8,105.1,82.7,0,10.7,6.1,7.5,6.2,6.4,4.6,3.5,1.6,1,0,65.9,0,1.6,4,4.1,0,20.5,27.4,0,0
20220116,30222,26793,3429,12.8,340.599,220.005,0,0,-0.1,98.4,94.9,94.5,76,76.1,75,0,0,48.2,0,52.5,53,51.5,53.3,47.5,52.5,30.8,0,0,32.4,0,76.1,57.5,0,28.1,0,52.4,39.8,241.3,376.5,195.1,67.7,78.7,0,0,0,52.7,0,119.8,105.2,28.5,0,8.6,3,1.4,2.7,3,1.7,0.5,1.6,0.9,0,68.7,0,1.6,4,1.7,0,19.6,70.5,0,2
20220117,33302,30586,2716,8.88,377.712,243.977,0,0,-0.1,98.5,94.7,94.5,76.1,76.2,76.1,0,0,51.6,0,53,53.1,51.5,53.2,48.8,52.6,47.5,0,0,51.5,0,76.7,60.2,0,56.9,0,57.2,119.2,234.3,375.2,172.1,75.2,98.6,92,49,0,53.1,27.3,119.3,104.9,74.5,0,11.1,3.3,2.9,4.8,4.1,3,3.5,2.2,0.5,4.5,52,0,1.6,3.1,3.5,0,20.6,71.6,0,0
20220118,33034,30609,2425,7.92,387.915,250.567,0,0,-0.1,98.4,94.7,94.5,75.9,76.1,76.1,0,0,51.9,0,52.4,53.1,51,53.2,50.1,52.7,47.6,0,0,51.7,0,76.2,60.2,0,54.2,0,57.2,105,248.4,373.5,171.8,71.7,98.6,92,48.7,0,52.7,27.1,119.4,105.8,65.8,0,6.8,3.5,7.5,3.7,3.3,3.2,3.6,3.6,1.1,16.9,63.9,0,2,4.9,0,0,23.5,65,0,0
20220119,33319,30317,3002,9.9,386.316,249.535,0,0,-0.1,98.5,94.9,94.5,75.9,76,76,0,0,52,0,53.6,53.2,52.6,53.2,49.4,52.1,47.9,0,0,51.2,0,76.2,60.2,0,43.2,0,57.2,117.2,247.5,384.2,170.5,66.1,97.1,92,48.5,0,52.7,27.1,119.3,105.2,53.3,0,8.7,3.1,5.4,4.6,4,3,3.7,2.9,1,15.2,44.6,0,2.4,4.8,4,0,24.4,73.2,0,0
20220120,33281,30620,2661,8.69,387.53,250.319,0,0,-0.1,98.5,94.9,94.5,75.8,75.9,75.9,0,0,51.1,0,51.9,53,52.4,53.1,49,52,47.9,0,0,52.2,0,76.1,60.2,0,53.2,0,57.2,98.7,267,369.9,176,66,96.1,92,48.9,0,52.4,26.9,119.3,104.6,65.1,0,8,3.1,4,5.3,4.7,2.9,3.6,2.6,1,29.6,48.4,0,2.4,4.1,4,0,24.5,66.5,0,0
20220121,32922,30743,2179,7.09,391.15,252.658,0,0,-0.1,98.5,94.9,94.5,34.9,76,76,0,0,52.1,0,52.6,53.1,52.2,53.4,49.9,52.1,47.6,0,0,52,0,76,60.3,0,56.9,0,57.2,96.3,270.9,381.5,194.1,72.7,98.7,92,48.6,0,52.7,27.1,119.3,104.4,85.7,0,8.1,4.8,9.6,4.4,4,3,3.5,2.3,1.3,28.7,47.1,6,2.1,3.9,4,0,25.7,33.7,0,0
20220122,32518,29486,3032,10.28,382.925,247.344,0,0,-0.1,98.6,94.9,94.5,35,75.9,75.9,0,0,49.6,0,51.9,52.5,48,53.5,50,51.4,47.4,0,0,52,0,75.9,60.3,0,57,0,57.3,38.8,272.2,378.5,195.4,64.2,98.7,85.4,43.5,0,52.7,27,119.4,105.3,72.8,0,8.3,3.1,1.8,4,3.3,2.5,3.6,1.4,1,15.1,35,4.1,2.4,2.9,3.1,0,25.7,52.5,3.3,0
20220123,29462,27161,2301,8.47,348.11,224.857,0,0,-0.1,98.4,95,94.6,35,76,76,47.3,0,52,0,52,53.1,53.2,53.4,51.4,0,10.1,0,0,52.2,0,75.9,58.5,0,57,0,52.3,37.4,285.9,379.1,191.6,75.3,98.6,45.9,48.7,0,50.9,26.9,50.4,52.5,75,0,9.2,3,1.8,2.4,2.7,1.5,0.5,1.2,0.8,14.8,50.7,4.3,2.4,4.5,4.1,0,25.1,1.5,0,2
20220124,33477,30310,3167,10.45,377.251,243.68,0,0,-0.1,98.3,94.9,94.5,35,76.3,76.2,51.8,0,51.1,0,51.6,52,52.4,53.3,52,0,46,0,0,50,0,76.1,60.3,0,56,0,57.2,108.6,305.1,377.7,200.9,69.8,97.5,92,48.9,0,52.5,26.9,109.2,105.5,28.3,0,9.3,3.1,2.1,4.6,3.8,3,3.6,1.9,1.1,15.5,48.7,4.9,2.4,3.1,4,0,25.6,51.4,0,0
20220125,32970,30007,2963,9.87,381.857,246.655,0,0,-0.1,98.4,94.9,94.5,35.4,76.1,76.1,51.9,0,51.4,0,52.2,51.7,51.1,53,49.2,0,47.1,0,0,52,0,76.1,60.2,0,52.1,0,57.2,47.3,300.6,381.9,197.6,58.4,97.1,92,48.4,0,52.5,26.9,110.3,105,53.9,3.1,8.7,7.8,6.6,4.6,3.9,3,3.6,1.5,0.9,18,51.2,5.4,2.4,4.9,4,0,25,65.9,0,0
20220126,32599,30050,2549,8.48,383.226,247.539,0,0,-0.1,98.4,94.9,94.5,35.1,76,76,52,0,51.7,0,52,53,53,53.1,51,0,46.9,0,0,51.6,0,76.2,60.2,0,56.8,0,57.2,46.7,296,375.2,195.7,71,98.7,92,48.4,0,52.5,0,113.4,104.1,72.3,0,10.8,6.9,11.5,4.3,3.8,3,3.5,2.9,1.4,21.1,51,5.4,2.4,4.8,4,0,24.2,48,0,0
20220127,32870,29406,3464,11.78,378.4,244.422,0,0,-0.1,98,94.7,94.5,35.1,75.9,76,50,0,51.8,0,52,52.8,52.7,52.7,41.6,0,23.2,0,0,25.8,0,76.1,60.3,0,51.9,0,57.2,61.6,299.9,379.9,183.9,72.4,98.6,92,48.4,0,52.4,0,108.4,104.6,70.6,0,7.4,6.7,5,4.6,4,2.9,3.5,2.6,1.7,14.9,48.2,5,2.4,3.9,4,0,29.2,59.8,0,0
20220128,32353,27653,4700,17,358.867,231.804,0,0,-0.1,97.9,95,94.5,35.1,75.8,76,50.1,0,51.5,0,48.4,48.1,48,48.8,39.8,0,24.1,0,0,25.8,0,76.1,60.2,0,42.2,0,57.2,52.4,266.6,375.4,189,64.6,36.3,92,48.6,0,52.4,0,119.3,52.5,28.7,0,8.3,3.1,6,4.6,4,3,3.5,4,1.9,26,69.8,5.4,2.4,3.1,4,0,31,70.3,0,0
20220129,29565,26219,3346,12.76,334.252,215.905,0,0,-0.1,98,94.9,94.6,35.1,76.1,76.1,42.8,0,43.5,0,43.6,43.4,43.1,44.5,49.3,0,30.6,0,0,32.8,0,74.2,60,0,37.3,0,57.3,40.5,241.9,381.1,209.4,71.7,36.3,92,0,0,46.8,0,40.9,46.7,28.4,0,8.6,7,6.9,5.2,5.2,4,3.7,4.4,2,35.1,67.8,5.3,2.4,3.5,4,0,31.5,72.4,0,2
20220130,28194,25107,3087,12.3,318.076,205.457,0,0,-0.1,98.3,94.9,94.6,35.1,76.2,76.2,52.1,0,52.5,0,53.1,53,52.8,53.4,49.5,0,30.5,0,0,32.5,0,75.2,58.3,0,47.2,0,42.5,38.6,115.1,379.7,186.8,70.2,36.3,42.7,45.2,0,45.1,0,42.8,45.4,28.3,0,8.6,4.6,8,5.6,5.5,4,3.7,2.8,1.4,35,73.7,3.4,2.4,4.8,4,0,31.6,74,0,2
20220131,26232,23121,3111,13.46,298.525,192.828,0,0,-0.1,98.4,95,94.6,35.2,76.4,76.3,47.1,0,47.3,0,48.5,48.3,44.6,45,49.9,0,27.1,0,0,29,0,75.2,58.4,0,34,0,42.6,37.8,0,377.2,199.3,69.2,69.9,46.1,43,0,51.5,0,33.7,0,28.2,0,8.2,0,3.9,5.7,5.7,4,3.7,3,1.4,31.5,69.6,5.2,2.4,3.2,2.9,0,31.6,53.7,14.7,2
20220201,27302,22881,4421,19.32,274.098,204.921,0,0,-0.1,98.3,95,94.5,35.1,76.5,76.4,38.6,0,39,0,41.5,40.8,42.9,43.9,49.1,0,23.7,0,0,26,0,75.1,58.3,0,32.9,0,42.5,43.1,189.3,381.2,97.6,67.7,36.3,42.6,0,0,48.6,0,0,48.7,28.1,0,8.7,6.1,11.4,4.4,3.9,3.1,3.7,3.7,1.7,29.8,67.6,5.4,2.4,4.8,4,0,27.1,66.8,0,2
20220202,26200,22967,3233,14.07,274.895,205.517,0,0,-0.1,98.1,94.9,94.5,35.1,76.2,76.1,42.7,0,43,0,43.6,43.3,43,44.1,49.1,0,30.6,0,0,32.4,0,74.7,58.4,0,42.2,0,42.5,38.3,241.5,376.1,0,71.5,36.3,42.7,45.3,0,0,0,0,45.2,28.1,0,8.7,6,8.3,5.2,5.1,4,3.7,5.6,2.6,43.3,81.4,5.2,2.4,4.9,4,0,28.2,61.6,0,2
20220203,27091,23955,3136,13.09,283.257,211.769,0,0,-0.1,98,94.8,94.5,35.1,76.1,76.1,48.6,0,50,0,49.6,49.7,48.1,48.6,49.6,0,30.3,0,0,32.5,0,73.7,57.5,0,44.4,0,42.5,38.2,234.7,380.9,0,73.3,68.9,91,0,0,0,0,50.4,53.1,28.3,0,8.6,6.1,11.6,8.6,8.7,6.2,3.6,3.5,1.7,32.3,82.4,4.8,2.4,3.5,4.1,0,26.4,33.7,0,2
20220204,28268,24691,3577,14.49,291.967,218.28,0,0,-0.1,97.5,94.8,94.5,35.1,76.1,76.1,37.8,0,39,0,42.5,42.3,42,43.1,49.4,0,30.4,0,0,32.6,61,72.7,56.8,0,42.3,0,47.4,35.5,208.6,372.2,86.7,65.8,36.3,83.1,0,0,45.3,0,39.1,45.5,28.1,0,8.8,6.2,4.5,8.6,8.5,6,3.6,5.1,2.5,31.3,75.1,4.8,2.4,4.9,4,0,27.5,75.9,0,2
20220205,28246,25315,2931,11.57,300.935,224.985,0,0,-0.1,97.5,94.9,94.6,35.1,76,76.1,47.7,0,0,9.1,48.3,48.2,45.5,46.3,49.6,0,32.4,0,0,37.1,0,73.2,0,0,42.3,0,42.5,35.8,224.3,374.8,159.4,65.6,36.2,92,0,0,53.6,0,50.4,106.4,28.5,0,8.6,7.5,12.2,8.4,8.4,5.9,3.6,4.3,2.2,35.2,75.7,3.9,2.4,4.8,4,0,27,65,0,2
20220206,28991,25883,3108,12.01,302.153,225.896,0,0,-0.1,98.5,94.9,94.5,35.1,76.1,76.2,50.1,0,0,27,53.4,52.9,51,51.8,49.2,0,30.6,0,0,32.4,61.5,74.2,0,0,42.3,0,42.5,34.9,215.9,382.8,178.4,72.7,36.3,45.9,48.4,0,53.3,0,45.3,53.3,28.5,0,8.7,8.1,10.3,6.8,6.7,5,3.6,3.9,1.9,42.3,77.9,5.2,2.4,3.9,4,0,26.6,54.7,0,2
20220207,32739,29753,2986,10.04,344.353,257.444,0,0,-0.1,98.4,94.8,94.4,75.9,76.2,76.3,52.6,0,0,51.6,53.6,52.9,53,53.4,48.7,0,47.5,0,0,50.8,75.6,73.4,60.5,0,47.3,0,57.3,63.9,299.6,378.7,165.9,66.1,95.3,92,49,0,53.6,0,41.9,105.1,28.1,0,9.4,6.1,3.9,4.8,3.8,3,3.6,7.1,3.2,14.8,62.7,4.8,2.4,4.9,4,0,26.5,43,0,0
20220208,33384,29989,3395,11.32,358.265,267.846,0,0,-0.1,98.3,94.8,94.4,76,76,76.2,51.4,0,0,51.5,53.2,53.1,51.2,53,48.4,0,33,0,0,36.9,75.4,72.7,60.4,0,42.2,0,57.2,71.8,301.7,375.9,169,75,88.2,92,49,0,53.3,0,50.4,105.9,43.6,0.3,9.5,6.4,7.7,4.4,4.4,3,3.2,4.8,2.4,30.2,52.9,5.1,2.4,4.8,4.1,0,27.2,69.7,0,0
20220209,33102,30269,2833,9.36,362.452,270.976,0,0,-0.1,98.4,94.7,94.4,76.1,76.2,76.2,52.5,0,0,52.2,52.5,52.6,52.6,53.5,50.4,0,46.7,0,0,48.2,75.8,73.3,60.1,0,49.2,0,57.2,65.8,300.8,375.9,171.1,67,98.7,92,49,0,53,0,50.4,104.8,38.5,0,9.1,4.2,13.1,8.7,8.6,5.7,3.2,5.8,2.7,15.7,68,4.2,2.4,3.5,3.9,0,26.5,42.8,0,0
20220210,33351,30379,2972,9.78,364.013,272.143,0,0,-0.1,98.2,94.7,94.4,75.7,76,76.1,52,0,0,51.1,52.5,53.1,52.2,53.3,49,0,47.1,0,0,51.4,75.8,74.9,60.1,0,53.7,0,57.2,62.1,301.1,374.4,169.2,72.5,76.9,92,48.9,0,53,1.7,50.4,104.9,41.3,0,8.7,6.2,10.2,7,6.7,5,3.2,5.1,2.4,30.2,69.5,5.3,2.4,4,4,0,26.8,65.7,0.2,0
20220211,33508,30165,3343,11.08,363.404,271.688,0,0,-0.1,98.5,94.8,94.4,75.8,76,76,50,0,0,51.1,53.5,53.1,52.6,53.2,48.9,0,30.6,0,0,32.5,75.9,76,60.1,0,56.8,0,57.1,62,290.7,381.7,183.3,66.4,82.7,92,48.4,0,53,27.6,44.4,105.4,64,0,8.6,7.7,17.4,4.4,4.3,2.8,3.1,6.1,2.8,18.9,54.3,4.9,2.4,4.9,4,0,29.5,34.1,0.2,0
20220212,30938,28017,2921,10.43,341.362,255.209,0,0,-0.1,98.4,94.7,94.4,75.6,75.8,75.9,52.3,0,0,48,53,53.1,53.1,53.2,48.4,0,30.5,0,0,32.5,75.8,76,60,0,48.9,3,57.3,39.3,239.1,378.8,147.7,71.5,98.4,46.1,0,0,52.9,27.4,41.6,104.6,34.9,0,8.7,3.7,3.9,4.4,4.3,2.8,3.1,4.7,2.6,29.2,69.1,5.2,2.4,4.8,4,0,21.7,50.7,0.3,2
20220213,30795,27038,3757,13.9,322.579,241.166,0,0,-0.1,98.4,94.7,94.4,75.8,76,72.2,50,0,0,51.7,53,53.1,52.9,52.8,48.6,0,31.7,0,0,36.2,75.7,75.9,57.5,0,43.2,28,52.4,39.3,249.7,374.7,168,71.7,36.4,0,39.1,0,47,27.7,41.5,0,28.2,0,8.6,10.8,12,4.1,4,2.6,3.1,7.4,3.3,35.6,77.5,3.9,2.4,3.1,2.6,0,21.7,73.9,0,2
20220214,33538,30572,2966,9.7,357.418,267.212,0,0,-0.1,98.3,94.8,94.4,75.9,76,76.1,50.9,0,0,52.1,53.2,53.2,53.1,53.2,48.9,0,46.8,0,0,50.2,75.9,75.9,60.3,0,47.3,49.8,57.2,68,269.7,363.6,180.6,70.9,68.5,91.2,49,0,53.4,27.8,40.7,106.1,28.4,0,8.4,8.5,16.8,8.1,8,6.5,3.3,4.8,1.7,31.3,49,5.2,2.8,6.9,8,0.2,28.5,66.8,0.9,0
20220215,33475,30598,2877,9.4,365.654,273.37,0,0,-0.1,98.4,94.6,94.4,76,76,76.1,51.6,0,0,51.6,53.6,53.1,53.1,53.2,49.5,0,45,0,0,51.3,75.9,76.2,60.3,0,47.3,54.6,56.5,67.4,269.7,369.7,168,68.9,96.8,86.1,49.1,0,53.3,27.8,50.4,106.4,28.4,3.8,8.4,6.8,5.2,8.1,8.1,6,3.2,4,1.4,15.4,66.7,5.3,2.8,2.8,4,0.2,19.3,64.6,0.1,0
20220216,34156,30491,3665,12.02,364.599,272.581,0,0,-0.1,98.4,94.7,94.4,76,76.1,76.1,51.9,0,0,51.7,53.5,53.1,53.1,53.2,49.2,0,30.6,0,0,32.6,75.9,76.2,60.2,0,47.3,51.5,57.2,65.4,229.3,362.1,169.1,70,67.3,92,48.5,0,52.8,27.5,119.3,104.6,28.5,0,8.6,7.4,18.4,8,8.5,6.1,3.2,3.8,1.3,31.6,67.5,3.9,2.8,4,3.8,0.2,23.2,67.3,0.3,0
20220217,33843,30800,3043,9.88,368.298,275.346,0,0,-0.1,98.3,94.6,94.4,75.9,75.9,76,51.6,0,0,51.8,53,52.9,52.9,53.2,49.3,0,37.1,0,0,39.3,76,76.2,60.2,0,46.5,52.2,57.2,64.6,266.9,339.9,163.8,66,96.4,92,49,0,53.1,27.6,119.3,106,28.4,0,11.1,6.5,6.2,8,8.2,6,3.2,1.9,0.7,30.1,66.7,5.3,2.8,4.9,4,0.2,22.6,67.5,0.1,0
20220218,33809,30625,3184,10.4,367.216,274.537,0,0,-0.1,98.3,94.6,94.4,76,76.1,76.1,52.3,0,0,51.4,53,52.9,53.1,53.2,49.2,0,46.7,0,0,51.7,76,60.9,60.3,0,47.2,52.4,57.3,55.6,241.6,341.1,165.3,74.9,93.8,92,48.9,0,53.3,27.7,115.4,105.2,28.5,0,9.3,3.8,6.2,8.6,8.7,6.1,3.2,5.6,2,25.2,72.6,4.6,2.8,4,4,0.8,23.4,62.4,0.4,0
20220219,31380,28391,2989,10.53,347.27,259.626,0,0,-0.1,98.3,94.7,94.4,75.9,76.1,75.8,52.4,34.8,0,49.9,53,0,53.1,53.3,49.5,0,47.1,0,0,51.4,76,0,60.2,0,47.3,52.5,57.2,33.5,229.1,343.8,168.8,74.9,57.5,45.9,0,0,53,28,119.3,106.5,28.2,0,9,6.8,11.7,8.1,8.2,6.1,3.3,2.7,0.8,35.4,67.6,5.8,2.8,4.2,1.7,0.9,13.7,76.8,0.1,2
20220220,31406,28434,2972,10.45,332.998,248.955,0,0,-0.1,98.2,94.9,94.6,76,76.1,76.2,52.4,47,0,50.9,52.9,0,53,34.3,48.7,0,47.3,0,0,51.1,76,0,57.5,0,47.3,52.4,52.3,33.9,239.8,345.8,169.7,74.5,98.7,0,49.5,0,54.2,28.3,50.4,106.2,31.2,0,9.4,7.8,16.5,11.7,12.3,7.8,2.6,2.8,0.9,16.4,86.6,5.2,2.8,5,8.1,0,20.6,67.9,0,2
20220221,33367,31361,2006,6.4,367.698,274.898,0,0,-0.1,98,95,94.5,76,76,76.1,52.4,51.5,0,51.1,53.5,0,52.8,53.2,49.1,0,47,0,0,51.6,76,0,60.3,0,47.1,57.3,57.2,54.3,271.4,348.8,180.3,74.5,98.8,92,49.1,0,53.7,28,119.3,106.8,54.1,0,10.5,10.3,21.9,6.2,6.7,3.7,2.6,2.1,0.5,41.6,95.1,5.2,2.8,4.9,8.1,0,20.6,51.1,0.2,0
20220222,33580,30977,2603,8.4,375.102,280.434,0,0,-0.1,98.1,95,94.6,76.1,76.2,76.3,52.2,51.9,0,51,53.4,0,53.1,53.3,49.1,0,47.1,0,0,0,76,0,60.3,0,47.2,52.1,57.2,57.5,257,342.5,164.9,60.5,98.6,84.2,49,12.6,49.1,27.8,116.4,97.8,86.3,3.2,10.9,23.5,38.3,21.1,17.3,12.9,2.6,8.8,4.1,28.5,57.6,5.3,0.2,9.5,8.1,0,22.6,75.5,0.2,0
20220223,33885,31318,2567,8.2,375.922,281.047,0,0,-0.1,98.1,94.8,94.5,76.1,76.1,76.2,52.4,51.8,0,51.5,53.3,0,51.6,53.1,49.1,0,48,0,0,0,76,0,60.2,0,47.2,52.1,57.2,50.8,274.9,344.9,170.8,69.3,98.7,84.1,49.5,63.6,47,28.2,109.1,94,67.5,0,13.2,23.2,38.3,21.3,17.2,12.9,3.2,8.9,4.1,28.8,49.8,5.8,0.2,8.1,8.1,0,26,73.9,0.2,0
